endpoint,name,output_type,resolutions,duration_options,supports_768p,supports_2k,single_prompt_2k,historical_price,dated_page_evidence,verification
vidu/image-to-video-q2-pro,Vidu-图生视频-q2-pro,video,540p|720p|1080p,1|2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""1""},""price"":1.2},{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":4.16},{""when"":{""resolution"":""1080p"",""duration"":""2""},""price"":1.53},{""when"":{""resolution"":""1080p"",""duration"":""3""},""price"":1.86},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":2.19},{""when"":{""resolution"":""1080p"",""duration"":""5""},""price"":2.52},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":2.84},{""when"":{""resolution"":""1080p"",""duration"":""7""},""price"":3.17},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":3.5},{""when"":{""resolution"":""1080p"",""duration"":""9""},""price"":3.83},{""when"":{""resolution"":""540p"",""duration"":""1""},""price"":0.18},{""when"":{""resolution"":""540p"",""duration"":""10""},""price"":1.1},{""when"":{""resolution"":""540p"",""duration"":""2""},""price"":0.22},{""when"":{""resolution"":""540p"",""duration"":""3""},""price"":0.33},{""when"":{""resolution"":""540p"",""duration"":""4""},""price"":0.44},{""when"":{""resolution"":""540p"",""duration"":""5""},""price"":0.55},{""when"":{""resolution"":""540p"",""duration"":""6""},""price"":0.66},{""when"":{""resolution"":""540p"",""duration"":""7""},""price"":0.77},{""when"":{""resolution"":""540p"",""duration"":""8""},""price"":0.88},{""when"":{""resolution"":""540p"",""duration"":""9""},""price"":0.99},{""when"":{""resolution"":""720p"",""duration"":""1""},""price"":0.33},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":2.3},{""when"":{""resolution"":""720p"",""duration"":""2""},""price"":0.55},{""when"":{""resolution"":""720p"",""duration"":""3""},""price"":0.77},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":0.98},{""when"":{""resolution"":""720p"",""duration"":""5""},""price"":1.2},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.42},{""when"":{""resolution"":""720p"",""duration"":""7""},""price"":1.64},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.86},{""when"":{""resolution"":""720p"",""duration"":""9""},""price"":2.08}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/image-to-video-q2-turbo,Vidu-图生视频-q2-turbo,video,540p|720p|1080p,1|2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""1""},""price"":0.77},{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":2.73},{""when"":{""resolution"":""1080p"",""duration"":""2""},""price"":0.98},{""when"":{""resolution"":""1080p"",""duration"":""3""},""price"":1.2},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":1.42},{""when"":{""resolution"":""1080p"",""duration"":""5""},""price"":1.64},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":1.86},{""when"":{""resolution"":""1080p"",""duration"":""7""},""price"":2.08},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":2.3},{""when"":{""resolution"":""1080p"",""duration"":""9""},""price"":2.52},{""when"":{""resolution"":""540p"",""duration"":""1""},""price"":0.13},{""when"":{""resolution"":""540p"",""duration"":""10""},""price"":0.53},{""when"":{""resolution"":""540p"",""duration"":""2""},""price"":0.18},{""when"":{""resolution"":""540p"",""duration"":""3""},""price"":0.22},{""when"":{""resolution"":""540p"",""duration"":""4""},""price"":0.26},{""when"":{""resolution"":""540p"",""duration"":""5""},""price"":0.31},{""when"":{""resolution"":""540p"",""duration"":""6""},""price"":0.35},{""when"":{""resolution"":""540p"",""duration"":""7""},""price"":0.39},{""when"":{""resolution"":""540p"",""duration"":""8""},""price"":0.44},{""when"":{""resolution"":""540p"",""duration"":""9""},""price"":0.48},{""when"":{""resolution"":""720p"",""duration"":""1""},""price"":0.18},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":1.97},{""when"":{""resolution"":""720p"",""duration"":""2""},""price"":0.22},{""when"":{""resolution"":""720p"",""duration"":""3""},""price"":0.44},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":0.66},{""when"":{""resolution"":""720p"",""duration"":""5""},""price"":0.88},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.09},{""when"":{""resolution"":""720p"",""duration"":""7""},""price"":1.31},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.53},{""when"":{""resolution"":""720p"",""duration"":""9""},""price"":1.75}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/reference-to-video-q2,Vidu-参考生视频-q2,video,540p|720p|1080p,1|2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""1""},""price"":1.64},{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":3.61},{""when"":{""resolution"":""1080p"",""duration"":""2""},""price"":1.86},{""when"":{""resolution"":""1080p"",""duration"":""3""},""price"":2.08},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":2.3},{""when"":{""resolution"":""1080p"",""duration"":""5""},""price"":2.52},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":2.73},{""when"":{""resolution"":""1080p"",""duration"":""7""},""price"":2.95},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":3.17},{""when"":{""resolution"":""1080p"",""duration"":""9""},""price"":3.39},{""when"":{""resolution"":""540p"",""duration"":""1""},""price"":0.33},{""when"":{""resolution"":""540p"",""duration"":""10""},""price"":1.31},{""when"":{""resolution"":""540p"",""duration"":""2""},""price"":0.44},{""when"":{""resolution"":""540p"",""duration"":""3""},""price"":0.55},{""when"":{""resolution"":""540p"",""duration"":""4""},""price"":0.66},{""when"":{""resolution"":""540p"",""duration"":""5""},""price"":0.77},{""when"":{""resolution"":""540p"",""duration"":""6""},""price"":0.88},{""when"":{""resolution"":""540p"",""duration"":""7""},""price"":0.98},{""when"":{""resolution"":""540p"",""duration"":""8""},""price"":1.09},{""when"":{""resolution"":""540p"",""duration"":""9""},""price"":1.2},{""when"":{""resolution"":""720p"",""duration"":""1""},""price"":0.55},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":1.53},{""when"":{""resolution"":""720p"",""duration"":""2""},""price"":0.66},{""when"":{""resolution"":""720p"",""duration"":""3""},""price"":0.77},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":0.88},{""when"":{""resolution"":""720p"",""duration"":""5""},""price"":0.98},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.09},{""when"":{""resolution"":""720p"",""duration"":""7""},""price"":1.2},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.31},{""when"":{""resolution"":""720p"",""duration"":""9""},""price"":1.42}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedance-v1.5-pro/text-to-video,seedance-v1.5-pro-text-to-video,video,480p|720p|1080p,4|5|6|7|8|9|10|11|12,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""generateAudio""],""rules"":[{""when"":{""resolution"":""1080p"",""generateAudio"":""false""},""price"":0.35},{""when"":{""resolution"":""1080p"",""generateAudio"":""true""},""price"":0.7},{""when"":{""resolution"":""480p"",""generateAudio"":""false""},""price"":0.07},{""when"":{""resolution"":""480p"",""generateAudio"":""true""},""price"":0.14},{""when"":{""resolution"":""720p"",""generateAudio"":""false""},""price"":0.16},{""when"":{""resolution"":""720p"",""generateAudio"":""true""},""price"":0.32}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedance-v1.5-pro/text-to-video-fast,seedance-v1.5-pro-text-to-video-fast,video,720p|1080p,4|5|6|7|8|9|10|11|12,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""generateAudio""],""rules"":[{""when"":{""resolution"":""1080p"",""generateAudio"":""false""},""price"":0.35},{""when"":{""resolution"":""1080p"",""generateAudio"":""true""},""price"":0.7},{""when"":{""resolution"":""720p"",""generateAudio"":""false""},""price"":0.16},{""when"":{""resolution"":""720p"",""generateAudio"":""true""},""price"":0.32}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedance-v1.5-pro/image-to-video,seedance-v1.5-pro-image-to-video,video,480p|720p|1080p,4|5|6|7|8|9|10|11|12,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""generateAudio""],""rules"":[{""when"":{""resolution"":""1080p"",""generateAudio"":""false""},""price"":0.35},{""when"":{""resolution"":""1080p"",""generateAudio"":""true""},""price"":0.7},{""when"":{""resolution"":""480p"",""generateAudio"":""false""},""price"":0.07},{""when"":{""resolution"":""480p"",""generateAudio"":""true""},""price"":0.14},{""when"":{""resolution"":""720p"",""generateAudio"":""false""},""price"":0.16},{""when"":{""resolution"":""720p"",""generateAudio"":""true""},""price"":0.32}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedance-v1.5-pro/image-to-video-fast,seedance-v1.5-pro-image-to-video-fast,video,720p|1080p,4|5|6|7|8|9|10|11|12,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""generateAudio""],""rules"":[{""when"":{""resolution"":""1080p"",""generateAudio"":""false""},""price"":0.35},{""when"":{""resolution"":""1080p"",""generateAudio"":""true""},""price"":0.7},{""when"":{""resolution"":""720p"",""generateAudio"":""false""},""price"":0.16},{""when"":{""resolution"":""720p"",""generateAudio"":""true""},""price"":0.32}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
seedance-v1-lite/reference-to-video,seedance-v1-lite-reference-to-video,video,720p|480p,2|3|4|5|6|7|8|9|10|11|12,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""480p""},""price"":0.07},{""when"":{""resolution"":""720p""},""price"":0.15}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-n-pro-official/text-to-image-ultra,全能图片PRO-文生图Ultra-官方稳定版,image,4k|8k,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""4k""},""price"":0.98},{""when"":{""resolution"":""8k""},""price"":1.12}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-n-pro-official/edit-ultra,全能图片PRO-图生图Ultra-官方稳定版,image,4k|8k,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""4k""},""price"":0.98},{""when"":{""resolution"":""8k""},""price"":1.12}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-v3.1-fast/start-end-to-video,全能视频V3.1-fast-首尾帧生视频-低价渠道版,video,720p|1080p|4k,8,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.5},{""when"":{""resolution"":""4k""},""price"":1.5},{""when"":{""resolution"":""720p""},""price"":1.5}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/reference-to-video-q2-pro,Vidu-参考生视频-q2-pro,video,540p|720p|1080p,1|2|3|4|5|6|7|8|9|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""1""},""price"":1.86},{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":3.83},{""when"":{""resolution"":""1080p"",""duration"":""2""},""price"":2.08},{""when"":{""resolution"":""1080p"",""duration"":""3""},""price"":2.3},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":2.52},{""when"":{""resolution"":""1080p"",""duration"":""5""},""price"":2.73},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":2.95},{""when"":{""resolution"":""1080p"",""duration"":""7""},""price"":3.17},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":3.39},{""when"":{""resolution"":""1080p"",""duration"":""9""},""price"":3.61},{""when"":{""resolution"":""540p"",""duration"":""1""},""price"":0.44},{""when"":{""resolution"":""540p"",""duration"":""10""},""price"":1.42},{""when"":{""resolution"":""540p"",""duration"":""2""},""price"":0.55},{""when"":{""resolution"":""540p"",""duration"":""3""},""price"":0.66},{""when"":{""resolution"":""540p"",""duration"":""4""},""price"":0.77},{""when"":{""resolution"":""540p"",""duration"":""5""},""price"":0.88},{""when"":{""resolution"":""540p"",""duration"":""6""},""price"":0.98},{""when"":{""resolution"":""540p"",""duration"":""7""},""price"":1.09},{""when"":{""resolution"":""540p"",""duration"":""8""},""price"":1.2},{""when"":{""resolution"":""540p"",""duration"":""9""},""price"":1.31},{""when"":{""resolution"":""720p"",""duration"":""1""},""price"":0.66},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":1.64},{""when"":{""resolution"":""720p"",""duration"":""2""},""price"":0.77},{""when"":{""resolution"":""720p"",""duration"":""3""},""price"":0.88},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":0.98},{""when"":{""resolution"":""720p"",""duration"":""5""},""price"":1.09},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.2},{""when"":{""resolution"":""720p"",""duration"":""7""},""price"":1.31},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.42},{""when"":{""resolution"":""720p"",""duration"":""9""},""price"":1.53}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/image-to-video,悠船图生视频,video,480p|720p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""480p""},""price"":0.54},{""when"":{""resolution"":""720p""},""price"":1.62}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-v6,悠船文生图-v6,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.54,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-v61,悠船文生图-v61,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.54,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-niji6,悠船文生图-niji6,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.54,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-niji7,悠船文生图-niji7,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.54,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-v7,悠船文生图-v7,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.54,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
vidu/text-to-video-q3-pro,Vidu-文生视频-q3-pro,video,360p|540p|720p|1080p,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.7},{""when"":{""resolution"":""360p""},""price"":0.31},{""when"":{""resolution"":""540p""},""price"":0.31},{""when"":{""resolution"":""720p""},""price"":0.66}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
